Rubric Name,Criteria Name,Criteria Description,Criteria Enable Range,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points
Empirical Formula of a Compound,Sig figs,,,All sig figs correct,,5.0,Some sig figs incorrect,,3.0,most sig figs incorrect,,0.0
Empirical Formula of a Compound,Precision of measurments,Recording the correct number of decimal places for each measurement,,Correct Precision,,5.0,Missing some decimal places,,3.0,most precision incorrect,,0.0
Empirical Formula of a Compound,Units,Has the correct units for each recorded measurement and calculation,,All units correct,,5.0,Missing some units or some incorrect,,3.0,most units missing or incorrect,,0.0
Empirical Formula of a Compound,Results,Calculated or reported results are within the expected range,,Full Marks,,15.0,Some incorrect results,,10.0,Mostly incorrect results,,5.0,No Marks,,0.0
Empirical Formula of a Compound,Critical thinking questions,,,Full Marks,,15.0,Some more,,12.0,Some more,,10.0,Some,,8.0,Less,,4.0,1 correct,,2.0,No Marks,,0.0
Empirical Formula of a Compound,Neatness,Pages in the correct order and easy to read,,Full Marks,,5.0,No Marks,,0.0
